,dataset,target,target_name,avg_precision,precision_folds,avg_recall,recall_folds,avg_f1,f1_folds,avg_geometric_mean,geometric_mean_folds,avg_specificity,specificity_folds,learner
29,flight,target2,Customer Type,0.8168575504978393,"[0.8221821625823369, 0.8200811853340242, 0.8168085723858626, 0.8072101599233382, 0.8180056722636347]",0.7637208937598702,"[0.7656120100211512, 0.765781733415815, 0.7634258960255709, 0.7580251922441854, 0.7657596370926287]",0.7858501087002865,"[0.7889929340161181, 0.7883612221188079, 0.7855545955480119, 0.7786954916753674, 0.7876463001431269]",0.740443059899901,"[0.742223673123096, 0.7427880853403014, 0.740288413640664, 0.7339526046819129, 0.7429625227135305]",0.7637208937598702,"[0.7656120100211512, 0.765781733415815, 0.7634258960255709, 0.7580251922441854, 0.7657596370926287]",LinearDiscriminantAnalysis
0,imdb,target1,imdb_score,0.4273285863154399,"[0.44233258396348524, 0.43148341250531025, 0.42746452068946766, 0.43653566229985447, 0.3988267521190821]",0.4918771317258676,"[0.5082948802460997, 0.4914540816326531, 0.48012815897472816, 0.5081062194269741, 0.4714023183488833]",0.4558900233782978,"[0.47176978746531645, 0.4586612758310871, 0.45180348258706465, 0.46843033509700177, 0.4287852359110193]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7256610153957028,"[0.729626572086671, 0.7323557463042442, 0.7241224122412241, 0.7286003952670619, 0.7135999510793126]",LogisticRegression
1,imdb,target3,gross,0.5284179767095695,"[0.8214765100671141, 0.32486631016042783, 0.33065595716198126, 0.34203480589022756, 0.8230563002680965]",0.5014926001262537,"[0.5055762081784386, 0.5, 0.5, 0.5, 0.5018867924528302]",0.3993488767023298,"[0.40236928104575165, 0.3938411669367909, 0.3980660757453666, 0.4062003179650238, 0.3962675418187162]",0.0334069026509419,"[0.10560500157131444, 0.0, 0.0, 0.0, 0.061429511683395124]",0.5014926001262537,"[0.5055762081784386, 0.5, 0.5, 0.5, 0.5018867924528302]",LogisticRegression
2,imdb,target2,content_rating,0.1077124366961456,"[0.08230637509474216, 0.14192524173762447, 0.08345983021307697, 0.12210288993646239, 0.10876784649882205]",0.1502181921242277,"[0.14056956115779645, 0.175850401399753, 0.14320889646181054, 0.14788919940818676, 0.14357290219359184]",0.1084752534188296,"[0.08873832079474739, 0.15470569631153572, 0.09577946039036156, 0.10392198127637416, 0.09923080832112943]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8625949762748688,"[0.8559701043722628, 0.8795939883160856, 0.8586631137733342, 0.8606294556833312, 0.8581182192293303]",LogisticRegression
3,mushroom,target1,Class,0.9995716108757614,"[1.0, 0.9992846924177397, 0.9992805755395684, 0.9992927864214993, 1.0]",0.9993016897616585,"[1.0, 0.9988399071925754, 0.9988505747126437, 0.9988179669030732, 1.0]",0.999436090377374,"[1.0, 0.9990613701003561, 0.9990646548046006, 0.9990544269819135, 1.0]",0.9993012828682224,"[1.0, 0.9988392335031453, 0.9988499133630073, 0.9988172674749604, 1.0]",0.9993016897616585,"[1.0, 0.9988399071925754, 0.9988505747126437, 0.9988179669030732, 1.0]",LogisticRegression
4,mushroom,target3,habitat,0.613951951084382,"[0.6312366474575427, 0.6026479887762136, 0.6182287210967459, 0.6196791177280107, 0.5979672803633973]",0.6140563584725017,"[0.6390315654364739, 0.6000596551197971, 0.6113804827057098, 0.6322261853951995, 0.5875839037053284]",0.6096380274887003,"[0.6314565572094912, 0.5879722304715119, 0.6144922538253244, 0.6234395535496222, 0.5908295423875517]",0.5521308257807481,"[0.596546047469457, 0.49791957363368844, 0.561344019221498, 0.5703712276549525, 0.5344732609241445]",0.9254279144266816,"[0.9283964775790895, 0.9199336806598751, 0.9253027211882521, 0.9298494922973739, 0.9236572004088179]",LogisticRegression
5,mushroom,target2,population,0.5256364480187014,"[0.5304540205951177, 0.518341394024658, 0.5459099171420161, 0.5150535857608255, 0.5184233225708895]",0.5170213902238086,"[0.5188038535034195, 0.509873507676231, 0.51311952239881, 0.5428018286451579, 0.5005082388954241]",0.5143484610087107,"[0.5168181254433779, 0.5127522085503496, 0.5222879919735814, 0.5220789569559866, 0.4978050221202581]",0.4761987020077896,"[0.4681519926552383, 0.4877741008230103, 0.48118199909497505, 0.5049555255023559, 0.4389298919633685]",0.8717104191898926,"[0.8754060150605895, 0.8727452377799102, 0.8723632688189048, 0.8705727996062481, 0.8674647746838101]",LogisticRegression
6,census,target1,income,0.755906390161539,"[0.7547477227849284, 0.740293970081464, 0.7679045111673792, 0.7526460824443226, 0.7639396643296008]",0.614894392274544,"[0.6124005533943166, 0.6118731128038823, 0.6108802352323724, 0.6193163385846313, 0.6200017213575169]",0.6302183381328287,"[0.6266450808598407, 0.6272985312080389, 0.6247259864487844, 0.6364022906462685, 0.6360198015012108]",0.5056408335247407,"[0.5005797269741455, 0.5032628987770614, 0.49369829507719326, 0.5160293307445898, 0.5146339160507135]",0.614894392274544,"[0.6124005533943166, 0.6118731128038823, 0.6108802352323724, 0.6193163385846313, 0.6200017213575169]",LogisticRegression
7,census,target3,workclass,0.139367021529382,"[0.1409691106853913, 0.1560459664517764, 0.13704582608237093, 0.1392000579340186, 0.12357414649335297]",0.1444274691110151,"[0.14442272952167592, 0.14559362025135766, 0.14368361566715462, 0.1449250208034965, 0.14351235931139078]",0.1244540488639492,"[0.12452056864230816, 0.12716205051785764, 0.12301183384151781, 0.12539211806570394, 0.12218367325235842]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8574350141641778,"[0.85730621244423, 0.857663124881137, 0.8572686469250039, 0.8574792334474581, 0.8574578531230594]",LogisticRegression
8,census,target2,marital-status,0.066532234785978,"[0.06631580611003114, 0.06584167022268582, 0.06729568694387812, 0.06599971551846759, 0.06720829513482755]",0.1428571428571428,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",0.090782380902154,"[0.09058233040099305, 0.09013901660626386, 0.09149217331514091, 0.09028701151289119, 0.09141137267548102]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8571428571428571,"[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",LogisticRegression
9,bank,target1,y,0.7980079365593821,"[0.7798297436851653, 0.8381874286680475, 0.8334573412698413, 0.7706255116582275, 0.7679396575156292]",0.6931942094555295,"[0.6823928928777174, 0.6920565571212521, 0.7052045177045176, 0.6970091601368502, 0.6893079194373095]",0.7295348240945122,"[0.7176535087719298, 0.7376671416876384, 0.7487569190355569, 0.7248931623931624, 0.7187033885842735]",0.6346545318237891,"[0.6164959947009945, 0.6286140915672024, 0.6495239482739334, 0.6460085184030038, 0.6326301061738108]",0.6931942094555295,"[0.6823928928777174, 0.6920565571212521, 0.7052045177045176, 0.6970091601368502, 0.6893079194373095]",LogisticRegression
10,bank,target3,housing,0.5382705953121081,"[0.5512682841885304, 0.549298128342246, 0.525242718446602, 0.528066260406832, 0.5374775851763299]",0.5285272053445265,"[0.5372082736540568, 0.5403174936921783, 0.5141483516483516, 0.5244928094504365, 0.5264690982776089]",0.5047365646942992,"[0.5124723604201216, 0.5246418817234267, 0.46844649050043, 0.5182676478451126, 0.4998544429824051]",0.459993558457031,"[0.4695527887079746, 0.4966773536291684, 0.39258232145739713, 0.48988222225296857, 0.45127310623764616]",0.5285272053445265,"[0.5372082736540568, 0.5403174936921783, 0.5141483516483516, 0.5244928094504365, 0.5264690982776089]",LogisticRegression
11,bank,target2,loan,0.4179611650485436,"[0.4166666666666667, 0.42071197411003236, 0.42961165048543687, 0.4110032362459547, 0.41181229773462785]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.455284901142093,"[0.45454545454545453, 0.45694200351493847, 0.46214099216710186, 0.4511545293072824, 0.45164152617568765]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",LogisticRegression
