,dataset,target_name,avg_precision,precision_folds,avg_recall,recall_folds,avg_f1,f1_folds,avg_geometric_mean,geometric_mean_folds,avg_specificity,specificity_folds,learner
2,imdb,content_rating,0.1375926270351026,"[0.1986413599194043, 0.16087968277409273, 0.08540231304276248, 0.1176069667614342, 0.1254328126778195]",0.2382473395552752,"[0.267075230765707, 0.24780892634431298, 0.23575123902269368, 0.23175746348947954, 0.20884383815418298]",0.1103657424497207,"[0.14634933541316292, 0.11954689259145371, 0.08683168719201416, 0.09724220321860709, 0.10185859383336558]",0.0301117531608639,"[0.15055876580431987, 0.0, 0.0, 0.0, 0.0]",0.8614436912918684,"[0.8620587756863963, 0.8592751629365224, 0.8621755004143129, 0.8621075417238213, 0.8616014756982887]",GaussianNB
5,mushroom,population,0.6356963579947398,"[0.6363025448731694, 0.6296680994149291, 0.6349145907869561, 0.6278584740644176, 0.6497380808342266]",0.7297056343457659,"[0.7296190774775712, 0.7230649267091865, 0.7295864166164948, 0.7305709824657193, 0.7356867684598573]",0.588278611748461,"[0.5954318149410714, 0.571210133051944, 0.5906840076894049, 0.5765826940341959, 0.6074844090256886]",0.5586035808596153,"[0.5732329682163022, 0.5304331162573909, 0.5728654534408351, 0.5545009889324308, 0.5619853774511172]",0.8914627933926891,"[0.8910913438927305, 0.8879861004879696, 0.8908007601868212, 0.890609101792719, 0.8968266606032053]",GaussianNB
8,census,marital-status,0.2271610704535496,"[0.21959954410526303, 0.19627355985119685, 0.3034729405836277, 0.20203005352791795, 0.21442925419974238]",0.2358741020908007,"[0.2190244800153373, 0.23082044482428543, 0.2541493916959812, 0.2451572156467063, 0.23021897827169344]",0.1959561011834298,"[0.12541780696132734, 0.2033255807981604, 0.2326614259736062, 0.21503180411047002, 0.20334388807358503]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8905007183813428,"[0.873210261098885, 0.8918374922946113, 0.8993404434387939, 0.8949509806299124, 0.8931644144445112]",GaussianNB
11,bank,loan,0.4816898704871281,"[0.4724791384058865, 0.4683657673595754, 0.511019452650354, 0.46011161925432137, 0.496473374765503]",0.4750562214815148,"[0.4621359223300971, 0.44385792778649924, 0.5213974933437237, 0.4539549033643522, 0.49393486058290226]",0.3755118074955259,"[0.3114987803203903, 0.35867345249003657, 0.47712882096069875, 0.28865873962689603, 0.4415992440796079]",0.4448535375611971,"[0.4077669902912621, 0.43720695500765355, 0.5101731483921383, 0.37547393101310866, 0.493646663101823]",0.4750562214815148,"[0.4621359223300971, 0.44385792778649924, 0.5213974933437237, 0.4539549033643522, 0.49393486058290226]",GaussianNB
14,intention,VisitorType,0.5740053120532735,"[0.580702970930367, 0.5685449644178298, 0.5690279221171981, 0.5687525346964216, 0.5829981681045511]",0.6533184117643838,"[0.6629089775184278, 0.651888644168578, 0.6392785126465539, 0.6472772962745938, 0.6652386282137657]",0.5024525544070287,"[0.5156298216290354, 0.4815692304224001, 0.48361285171032753, 0.49825121978612114, 0.5331996484872596]",0.6402291349904923,"[0.6507730094373642, 0.6337763733483319, 0.6213476017119125, 0.6365694315481188, 0.658679258906734]",0.6533184117643838,"[0.6629089775184278, 0.651888644168578, 0.6392785126465539, 0.6472772962745938, 0.6652386282137657]",GaussianNB
17,anuran,Genus,0.7476054652678317,"[0.7944865482492988, 0.7199867180033405, 0.7724459429218372, 0.6831771979342894, 0.7679309192303925]",0.7992488279782588,"[0.815357334028708, 0.7897634589589584, 0.792816354223466, 0.75533503727391, 0.8429719554062516]",0.7481047017392137,"[0.784328834987942, 0.7294127787314014, 0.753441543200761, 0.6930961433625884, 0.7802442084133755]",0.7749282331110198,"[0.7842808358928988, 0.7682198197082861, 0.7629955451638784, 0.7185312316199938, 0.8406137331700417]",0.9768843704874876,"[0.9773994762697461, 0.9763200873381771, 0.9782891520264618, 0.9760765778192879, 0.9763365589837651]",GaussianNB
20,telco,Contract,0.5849576881811773,"[0.590914026437681, 0.5497057670457136, 0.5831092597204496, 0.5939409291559995, 0.6071184585460432]",0.5921416348382547,"[0.5993589479183853, 0.5533469252826492, 0.5876968845348292, 0.6035193581434448, 0.616786058311965]",0.5857281966107143,"[0.5936559376157302, 0.5506932795719927, 0.5842455070197023, 0.5924227123673038, 0.6076235464788424]",0.5624302946143678,"[0.577525363525207, 0.5255699473038732, 0.5601550998648985, 0.5598440767184124, 0.589056985659448]",0.8270744325783352,"[0.8290810875998801, 0.8146324015285646, 0.8250002048998671, 0.8321618021060516, 0.8344966667573132]",GaussianNB
23,paris,isNewBuilt,0.5043109621580945,"[0.5039750699317859, 0.5137676938076225, 0.4951156040436393, 0.5105058251981069, 0.4981906178093177]",0.5041787740071474,"[0.5038885599526332, 0.5136190059816379, 0.49511968766001024, 0.5100640256102441, 0.49820259083121166]",0.5015064262276596,"[0.5006911960907234, 0.51161785975919, 0.4949388876054003, 0.5037075667447756, 0.4965766209382091]",0.5000043336553535,"[0.49841827072374983, 0.5108474191015854, 0.4948935995334664, 0.49951457028035623, 0.4963478086376098]",0.5041787740071474,"[0.5038885599526332, 0.5136190059816379, 0.49511968766001024, 0.5100640256102441, 0.49820259083121166]",GaussianNB
26,smoking,tartar,0.5388858147730857,"[0.5474189375591109, 0.5424051299261043, 0.5409038063385889, 0.5379172823770254, 0.5257839176645986]",0.5335364356719975,"[0.5434810639552019, 0.5361581054353162, 0.5392350593048968, 0.5323867111925575, 0.5164212384720149]",0.5224413187775294,"[0.539950430553071, 0.5272528313927041, 0.5379526615282075, 0.5236987620594328, 0.48335190835423186]",0.4928428469236878,"[0.5226580946477151, 0.499573701787522, 0.5281510901112388, 0.49552758293508126, 0.4183037651368822]",0.5335364356719975,"[0.5434810639552019, 0.5361581054353162, 0.5392350593048968, 0.5323867111925575, 0.5164212384720149]",GaussianNB
29,flight,Customer Type,0.7558638431892085,"[0.7563282654309782, 0.7539644534272479, 0.7617412487853543, 0.7473610244854554, 0.7599242238170065]",0.842080906313942,"[0.8399329883767557, 0.8426828905925001, 0.8451788058628877, 0.8356366466952871, 0.8469732000422792]",0.7829815501177506,"[0.7833526534837134, 0.7811916854648342, 0.7884895171880675, 0.7741053238761075, 0.7877685705760302]",0.8420468873319807,"[0.8398329822099401, 0.8426795083473634, 0.8451590978121292, 0.8356130865243897, 0.8469497617660809]",0.842080906313942,"[0.8399329883767557, 0.8426828905925001, 0.8451788058628877, 0.8356366466952871, 0.8469732000422792]",GaussianNB
2,imdb,content_rating,0.1910095799673582,"[0.17897303726083144, 0.18681581452035947, 0.19213798093966533, 0.1856089827852099, 0.2115120843307252]",0.1929588399679785,"[0.18591091529204276, 0.1825786714465856, 0.18668277635848232, 0.1858628371217133, 0.22375899962106857]",0.1902062648575734,"[0.1815516566773727, 0.1821936353586308, 0.1865375773597673, 0.1851441431273364, 0.21560431176476028]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8794333524162246,"[0.8826616735586957, 0.8790978008417463, 0.882549437084691, 0.8772438657441576, 0.8756139848518322]",KNeighborsClassifier
5,mushroom,population,0.4173466064540458,"[0.4109075091389212, 0.41984428614808816, 0.4284158756610685, 0.41437548595268825, 0.4131898753694632]",0.4187121957348497,"[0.4044774894610243, 0.4357222118048664, 0.42487199217336796, 0.4290552544310194, 0.39943403080397055]",0.4166684591298768,"[0.40682600386145684, 0.42672917784816483, 0.42620959418180543, 0.41907847430667083, 0.404499045451286]",0.3650632653986849,"[0.34933791261950753, 0.3856747178565815, 0.3744570977795726, 0.37717108795653576, 0.3386755107812272]",0.8390713764744511,"[0.8383596700208004, 0.8388257664067766, 0.838901691689136, 0.8421717223869415, 0.8370980318686012]",KNeighborsClassifier
8,census,marital-status,0.1910257700850251,"[0.17799702504753542, 0.198613843009335, 0.20196586529870436, 0.18437243712266302, 0.192179679946888]",0.1818641654748112,"[0.1837504225701763, 0.18096168536312818, 0.18481499272510118, 0.18054630051429824, 0.1792474262013525]",0.1771386790516029,"[0.17799053898802672, 0.17621517681199408, 0.18175790238234374, 0.17570574890961102, 0.1740240281660393]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8790885192579914,"[0.8805082090484239, 0.877758384480175, 0.8805166656389832, 0.8784074839652447, 0.8782518531571307]",KNeighborsClassifier
11,bank,loan,0.4962668328979998,"[0.4811837778589697, 0.5577572765072765, 0.5134680134680135, 0.4724326599326599, 0.45649243672307926]",0.5008955691192559,"[0.49514563106796117, 0.517445054945055, 0.5041561140333788, 0.4929670722977809, 0.4947639732521043]",0.4773565387478373,"[0.4697554697554698, 0.5069911812485495, 0.4902582582582583, 0.46431183465612047, 0.45546594982078853]",0.1793056718532451,"[0.16731735863703, 0.2623331494849274, 0.21034566150429246, 0.1616951186076186, 0.0948370710323572]",0.5008955691192559,"[0.49514563106796117, 0.517445054945055, 0.5041561140333788, 0.4929670722977809, 0.4947639732521043]",KNeighborsClassifier
14,intention,VisitorType,0.6266143673025178,"[0.6431501831501831, 0.611796357615894, 0.6253517960332395, 0.6427295243394816, 0.6100439753737906]",0.5636901502466569,"[0.5671040449246814, 0.5614556409042921, 0.562634349698918, 0.5762711246767709, 0.5509855910286223]",0.5755675744713566,"[0.5804091977002537, 0.5728352858282166, 0.574147977492921, 0.5917640510398686, 0.5586813602955232]",0.4069255673609474,"[0.4112704748376681, 0.4054558030686184, 0.40579903813329443, 0.4354152185821229, 0.3766873021830332]",0.5636901502466569,"[0.5671040449246814, 0.5614556409042921, 0.562634349698918, 0.5762711246767709, 0.5509855910286223]",KNeighborsClassifier
17,anuran,Genus,0.9710050861153524,"[0.9857180600058469, 0.9505211645903352, 0.979383116449219, 0.966084379077178, 0.9733187104541824]",0.9411702908486618,"[0.9293081710312687, 0.9550678518967319, 0.9419511011572372, 0.9279702693146702, 0.9515540608434008]",0.9542637984194512,"[0.953551844288281, 0.950459005348222, 0.959238883538323, 0.9460584970272818, 0.9620107618951479]",0.9381705765226088,"[0.9237195357949759, 0.9536685125080284, 0.9387716426648, 0.9241433768156578, 0.9505498148295817]",0.9971097434358178,"[0.9968840460891133, 0.9970819376798106, 0.9971033790403387, 0.9971876296745534, 0.997291724695273]",KNeighborsClassifier
20,telco,Contract,0.6057036341087124,"[0.5985969775478062, 0.5907261963016321, 0.6197295613843647, 0.6314099250773798, 0.5880555102323793]",0.5837181956318569,"[0.5821993757905736, 0.5691073513113057, 0.5946222764404583, 0.5953971242963445, 0.5772648503206025]",0.5898332977826026,"[0.588409053002478, 0.5753705404711426, 0.6021854329653376, 0.6062166122808532, 0.5769848501932014]",0.5261020447530356,"[0.5381840683822099, 0.504623836111579, 0.5446495237921032, 0.5364761974715628, 0.5065765980077229]",0.8174720029865525,"[0.8174399118889135, 0.8121533550681349, 0.8216409336379079, 0.8239086752380261, 0.8122171390997807]",KNeighborsClassifier
23,paris,isNewBuilt,0.5046152796797061,"[0.5071608407283323, 0.5104373757455268, 0.5131512027904257, 0.4892147799534975, 0.5031121991807476]",0.5046131208229461,"[0.5071570306124081, 0.5104416047476937, 0.5131368407578085, 0.48921568627450984, 0.5031144417223103]",0.5044508162593893,"[0.5069758418162491, 0.5104107723632632, 0.5129176830884421, 0.48899948899948903, 0.502950295029503]",0.5044937046198908,"[0.5069881786885365, 0.5104340304276779, 0.5128516677142787, 0.4890968066492663, 0.503097839619695]",0.5046131208229461,"[0.5071570306124081, 0.5104416047476937, 0.5131368407578085, 0.48921568627450984, 0.5031144417223103]",KNeighborsClassifier
26,smoking,tartar,0.5171676416597698,"[0.5165962590760813, 0.5177098458530962, 0.5245715321647213, 0.5173337408265059, 0.5096268303784446]",0.5166554233468774,"[0.516094959436611, 0.5172527188006631, 0.5236869248956726, 0.5169484014736963, 0.5092941121277438]",0.5157396343998641,"[0.5151870113011734, 0.5165597841523211, 0.5224279760519054, 0.5164559541389117, 0.5080674463550094]",0.5067881616873022,"[0.5060419817769335, 0.5083735596125312, 0.5130572142146922, 0.5086420749625292, 0.49782597786982485]",0.5166554233468774,"[0.516094959436611, 0.5172527188006631, 0.5236869248956726, 0.5169484014736963, 0.5092941121277438]",KNeighborsClassifier
29,flight,Customer Type,0.7149982941711994,"[0.7154919939071367, 0.7129805062530379, 0.7206026581507631, 0.7132374883264099, 0.7126788242186496]",0.664225221935314,"[0.6616183612135994, 0.6610241390574352, 0.6694658927845898, 0.665471057225079, 0.663546659395866]",0.682761997039272,"[0.6809008221161249, 0.6797448166319606, 0.6882065351252283, 0.6832909564043919, 0.6816668549186541]",0.6093315542903216,"[0.6044094139029303, 0.6042651141020747, 0.6174538931104593, 0.6118787247827318, 0.6086506255534117]",0.664225221935314,"[0.6616183612135994, 0.6610241390574352, 0.6694658927845898, 0.665471057225079, 0.663546659395866]",KNeighborsClassifier
2,imdb,content_rating,0.3942800483720754,"[0.43744445354318684, 0.42118535532441903, 0.33955828582223807, 0.36146873188514866, 0.41174341528538455]",0.4317958253538297,"[0.48421149815144915, 0.4240929431457097, 0.377696696450948, 0.4101553710260101, 0.4628226179950317]",0.3870208338467761,"[0.42782279378834925, 0.41073095156112427, 0.33095761398775003, 0.35446077172843676, 0.4111320381682203]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9109070207323836,"[0.9156210840825633, 0.9108833819797137, 0.9040665460514917, 0.9135738693293698, 0.9103902222187799]",LinearDiscriminantAnalysis
5,mushroom,population,0.5810926155021977,"[0.5969982455847335, 0.5637410976519724, 0.5921997859677273, 0.5632966218244596, 0.5892273264820959]",0.7038796505657052,"[0.7226980964549105, 0.6945498092657675, 0.7136149105260153, 0.6903485207695734, 0.6981869158122594]",0.592301878640162,"[0.5975641243706328, 0.5823239142492159, 0.5990332573274436, 0.568508186484431, 0.6140799107690865]",0.600003391754939,"[0.5849860455072976, 0.6024953385872365, 0.6067313179449116, 0.5797538452904566, 0.6260504114447925]",0.8859370732454529,"[0.8897747762666515, 0.8832385107654512, 0.8881293601777913, 0.882415774800685, 0.8861269442166853]",LinearDiscriminantAnalysis
8,census,marital-status,0.4567885777168682,"[0.4600354059346162, 0.45077346356595654, 0.4648855481557355, 0.4606360484962722, 0.4476124224317604]",0.4809055634762049,"[0.4609551348411827, 0.4893705855956946, 0.5018579800648479, 0.4888674043140286, 0.4634767125652706]",0.4463637156787364,"[0.4531413270438545, 0.441007717158538, 0.45418719291820137, 0.4547982814618818, 0.42868405981120655]",0.375114800911708,"[0.33965890877168914, 0.38267041837871685, 0.4140209615048614, 0.3960603376233486, 0.34316337827992394]",0.9653071674352842,"[0.9668632175426437, 0.9651745588536308, 0.9648285153741002, 0.9658135473855799, 0.9638559980204668]",LinearDiscriminantAnalysis
11,bank,loan,0.4345939106289292,"[0.4166666666666667, 0.42071197411003236, 0.42949756888168555, 0.49428104575163395, 0.41181229773462785]",0.4997365150234495,"[0.5, 0.5, 0.4990583804143126, 0.49962419470293484, 0.5]",0.4565058581231984,"[0.45454545454545453, 0.45694200351493847, 0.4616724738675958, 0.45772783251231525, 0.45164152617568765]",0.0189751749812505,"[0.0, 0.0, 0.0, 0.0948758749062527, 0.0]",0.4997365150234495,"[0.5, 0.5, 0.4990583804143126, 0.49962419470293484, 0.5]",LinearDiscriminantAnalysis
14,intention,VisitorType,0.6777664182571036,"[0.7787784679089027, 0.6473509209432559, 0.6680037239521432, 0.6613135096281164, 0.6333854688531]",0.5102145227313888,"[0.5092482698557915, 0.5102175786037594, 0.5117624461561078, 0.5124306533381143, 0.5074136657031708]",0.4858339466031683,"[0.480740548302437, 0.48931634074057234, 0.4883519585588732, 0.4921058612253629, 0.4786550241885962]",0.1568794104139299,"[0.14111758486778755, 0.1597108068824345, 0.16931004662406726, 0.17437351969455978, 0.13988509400080085]",0.5102145227313888,"[0.5092482698557915, 0.5102175786037594, 0.5117624461561078, 0.5124306533381143, 0.5074136657031708]",LinearDiscriminantAnalysis
17,anuran,Genus,0.8063472167671352,"[0.823653507556297, 0.7912052576414408, 0.8332311203237104, 0.7653571735793341, 0.8182890247348936]",0.8381315208919684,"[0.8172637693133703, 0.8566656924837888, 0.8505338157301194, 0.8027903957859592, 0.8634039311466037]",0.8150176003658345,"[0.8086973350408702, 0.820894807432613, 0.8383200122289309, 0.7735371299676224, 0.8336387171591357]",0.8131831250007092,"[0.7734395657632597, 0.8530136489508313, 0.8363997702897629, 0.749954482579089, 0.8531081574206034]",0.9883790710587296,"[0.988327217057544, 0.9868975631965802, 0.9891079441916774, 0.9882589575719809, 0.9893036732758649]",LinearDiscriminantAnalysis
20,telco,Contract,0.6640189928055963,"[0.66317536174167, 0.6465713391014491, 0.6780006823775198, 0.6738917441076527, 0.65845583669969]",0.6589303078106835,"[0.6585997222680526, 0.6403427798118968, 0.6709334600638949, 0.6667245098467435, 0.6580510670628298]",0.6576861455502174,"[0.6579275592420167, 0.6417398513457223, 0.6701653450418567, 0.6645489905419556, 0.6540489815795364]",0.6078399603188472,"[0.6096312286725754, 0.5854405786259784, 0.621888977275799, 0.6101096901018559, 0.6121293269180277]",0.857484931213256,"[0.8570712508764684, 0.8489241259624561, 0.8650649290574445, 0.8630625291319873, 0.8533018210379231]",LinearDiscriminantAnalysis
23,paris,isNewBuilt,0.5120545797833232,"[0.5174888685280739, 0.517180148012651, 0.5077531901146826, 0.4994281419515064, 0.5184225503097024]",0.5119946373886055,"[0.5174105071130243, 0.5170260084697351, 0.5077284946236559, 0.49943977591036415, 0.5183684008262478]",0.5105113585603089,"[0.5166210308882164, 0.5153000933347754, 0.5072041993206422, 0.4960628656555801, 0.5173686036023307]",0.5099158767656098,"[0.5162783960684812, 0.5147123795049274, 0.5069244975699627, 0.4942243448892744, 0.517439765795403]",0.5119946373886055,"[0.5174105071130243, 0.5170260084697351, 0.5077284946236559, 0.49943977591036415, 0.5183684008262478]",LinearDiscriminantAnalysis
26,smoking,tartar,0.5567082062422924,"[0.5551814056889018, 0.5731039249465986, 0.5517701254016549, 0.5470169925774586, 0.5564685825968486]",0.5285085455431128,"[0.5277879574045635, 0.534284957771928, 0.5254944756580244, 0.5258779283967487, 0.5290974084842989]",0.4805044514229649,"[0.47955975624304115, 0.4824965369716584, 0.4737925517553693, 0.4838802508496247, 0.48279316129513083]",0.3955866455109406,"[0.3937804143126185, 0.3924747975032047, 0.38707696752003506, 0.40534525622322437, 0.39925579199561984]",0.5285085455431128,"[0.5277879574045635, 0.534284957771928, 0.5254944756580244, 0.5258779283967487, 0.5290974084842989]",LinearDiscriminantAnalysis
29,flight,Customer Type,0.8168575504978393,"[0.8221821625823369, 0.8200811853340242, 0.8168085723858626, 0.8072101599233382, 0.8180056722636347]",0.7637208937598702,"[0.7656120100211512, 0.765781733415815, 0.7634258960255709, 0.7580251922441854, 0.7657596370926287]",0.7858501087002865,"[0.7889929340161181, 0.7883612221188079, 0.7855545955480119, 0.7786954916753674, 0.7876463001431269]",0.740443059899901,"[0.742223673123096, 0.7427880853403014, 0.740288413640664, 0.7339526046819129, 0.7429625227135305]",0.7637208937598702,"[0.7656120100211512, 0.765781733415815, 0.7634258960255709, 0.7580251922441854, 0.7657596370926287]",LinearDiscriminantAnalysis
2,imdb,content_rating,0.1077124366961456,"[0.08230637509474216, 0.14192524173762447, 0.08345983021307697, 0.12210288993646239, 0.10876784649882205]",0.1502181921242277,"[0.14056956115779645, 0.175850401399753, 0.14320889646181054, 0.14788919940818676, 0.14357290219359184]",0.1084752534188296,"[0.08873832079474739, 0.15470569631153572, 0.09577946039036156, 0.10392198127637416, 0.09923080832112943]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8625949762748688,"[0.8559701043722628, 0.8795939883160856, 0.8586631137733342, 0.8606294556833312, 0.8581182192293303]",LogisticRegression
5,mushroom,population,0.5256364480187014,"[0.5304540205951177, 0.518341394024658, 0.5459099171420161, 0.5150535857608255, 0.5184233225708895]",0.5170213902238086,"[0.5188038535034195, 0.509873507676231, 0.51311952239881, 0.5428018286451579, 0.5005082388954241]",0.5143484610087107,"[0.5168181254433779, 0.5127522085503496, 0.5222879919735814, 0.5220789569559866, 0.4978050221202581]",0.4761987020077896,"[0.4681519926552383, 0.4877741008230103, 0.48118199909497505, 0.5049555255023559, 0.4389298919633685]",0.8717104191898926,"[0.8754060150605895, 0.8727452377799102, 0.8723632688189048, 0.8705727996062481, 0.8674647746838101]",LogisticRegression
8,census,marital-status,0.066532234785978,"[0.06631580611003114, 0.06584167022268582, 0.06729568694387812, 0.06599971551846759, 0.06720829513482755]",0.1428571428571428,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",0.090782380902154,"[0.09058233040099305, 0.09013901660626386, 0.09149217331514091, 0.09028701151289119, 0.09141137267548102]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8571428571428571,"[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",LogisticRegression
